unique_ids,ids,category_names,family_names,type_names,host_ids,BB_X_dims,BB_Y_dims,BB_Z_dims,BB_volumes,BB_centers,BB_plane_Zs,solid_volumes,room_names
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75b43,16210755,Doors,עץ - ציר,80/210,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75a97,80,210,11,184800,"{1622.982004, 2144.718416, 1425.0}","{1,0,0}",76872.16,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75b45,16210757,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,99.965954,280,10,279904.6722,"{828.467647, 1716.705922, 1460.0}","{-1,0,0}",279904.6722,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75b46,16210758,Walls,Basic Wall,00 - INT-Generic-Block-15cm,-,85.034046,330,15,420918.5259,"{825.967647, 1624.205922, 1485.0}","{-1,0,0}",420918.5259,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cea,16211178,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,360,362.33362,20,2.61E+06,"{1547.493669, 1481.680035, 1811.83319}","{-1,0,0}",2.59E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75ceb,16211179,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,361,287.011664,20,2.07E+06,"{1393.987837, 1311.680035, 1812.5}","{0,1,0}",1.94E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cec,16211180,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,568.999657,348,20,3.96E+06,"{1158.481204, 1727.180413, 1806.0}","{-1,0,0}",3.96E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75ced,16211181,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,361,369.012465,20,2.66E+06,"{1352.987437, 1651.680035, 1812.5}","{0,-1,0}",2.50E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cee,16211182,Walls,Basic Wall,00 - INT- Generic-Conc-15cm,-,340.000206,330,15,1.68E+06,"{1355.956359, 1831.680138, 1815.0}","{-1,0,0}",920847.7331,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cef,16211183,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,892.081758,348,20,6.21E+06,"{-111.478299, 1508.051159, 1806.0}","{1,0,0}",6.21E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cf0,16211184,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,522.08176,347.468797,20,3.63E+06,"{158.482005, 1303.05116, 1806.265602}","{-1,-6.1185e-10,0}",3.20E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cf1,16211185,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,269.961192,348,20,1.88E+06,"{33.502297, 1604.090211, 1806.0}","{1.4321e-9,-1,0}",1.88E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cf2,16211186,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,370,289.960303,20,2.15E+06,"{23.501853, 1052.01028, 1795.0}","{0,1,0}",2.01E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cf3,16211187,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,330,214.960157,20,1.42E+06,"{-13.99822, 1964.092038, 1815.0}","{0,-1,0}",1.32E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfa,16211194,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,340.268676,330,20,2.25E+06,"{928.4824, 1252.546246, 1815.0}","{-1,0,0}",2.24E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfb,16211195,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,320.000002,312,20,2.00E+06,"{2449.482004, 2160.680583, 1806.0}","{-1,0,0}",1.98E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfc,16211196,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,280,325,20,1.82E+06,"{2621.982004, 2310.680584, 1790.0}","{0,1,0}",1.47E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfd,16211197,Walls,Basic Wall,00 - EXT-MMD-Conc-35cm,-,325.000002,370,35,4.21E+06,"{2801.982004, 2158.180583, 1795.0}","{1,0,0}",3.43E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfe,16211198,Walls,Basic Wall,00 - EXT-MMD-Conc-25cm,-,320,40,25,320000,"{2764.482004, 2008.180582, 1770.0}","{0,-1,0}",295000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cff,16211199,Walls,Basic Wall,00 - EXT-MMD-Conc-30cm,-,330,205.110118,30,2.03E+06,"{1185.926945, 1082.343819, 1815.0}","{0,-1,0}",2.03E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d00,16211200,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,121.034593,330,20,798828.3164,"{1158.481599, 1362.163288, 1815.0}","{1,0,0}",798828.3164,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d01,16211201,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,204.336216,330,20,1.35E+06,"{1278.482004, 1199.511927, 1815.0}","{1,0,0}",1.35E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d02,16211202,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,330,82.000405,20,541202.6755,"{1209.481802, 1311.645991, 1815.0}","{0,1,0}",541202.6755,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d03,16211203,Walls,Basic Wall,00 - EXT-MMD-Conc-30cm,-,330,379.999999,30,3.76E+06,"{-311.518096, 147.046117, 1815.0}","{0,-1,0}",3.60E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d04,16211204,Walls,Basic Wall,00 - EXT-MMD-Conc-35cm,-,319.965958,330,35,3.70E+06,"{-484.018096, 322.029096, 1815.0}","{-1,0,0}",3.18E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d05,16211205,Walls,Basic Wall,00 - EXT-MMD-Conc-25cm,-,330,15.024044,25,123948.363,"{-459.006074, 449.512076, 1775.0}","{0,1,0}",123762.8,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d07,16211207,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,330,249.999199,20,1.65E+06,"{1043.482, 1432.680584, 1815.0}","{0,1,0}",1.31E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d08,16211208,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,330.004129,312,20,2.06E+06,"{1518.482004, 2166.682306, 1806.0}","{1,0,0}",1.65E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d09,16211209,Walls,Basic Wall,00 - EXT בטון 35 + חיפוי,-,214.973978,310,49,3.27E+06,"{1255.968993, 2324.184375, 1765.0}","{0,1,0}",2.51E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0a,16211210,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,288.004134,312,20,1.80E+06,"{1158.482004, 2155.682308, 1806.0}","{-1,0,0}",1.80E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0b,16211211,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,360.0008,348,20,2.51E+06,"{1348.481604, 2011.680241, 1806.0}","{0,-1,0}",2.37E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0c,16211212,Walls,Basic Wall,00 - EXT-MMD-Conc-30cm,-,314.06809,330,30,3.11E+06,"{1098.371886, 305.646537, 1815.0}","{-1,0,0}",3.11E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0d,16211213,Walls,Basic Wall,00 - EXT-MMD-Conc-35cm,-,330,385.110118,35,4.45E+06,"{1305.926945, 166.112492, 1815.0}","{0,-1,0}",3.68E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0e,16211214,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,314.06809,330,20,2.07E+06,"{1498.482004, 305.646537, 1815.0}","{1,0,0}",1.96E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0f,16211215,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,335.026022,330,20,2.21E+06,"{1340.968993, 472.680582, 1815.0}","{0,1,0}",1.86E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d10,16211216,Walls,Basic Wall,00 - INT- Generic-Conc-15cm,-,340.001826,330,15,1.68E+06,"{85.981858, 1784.091124, 1815.0}","{1,0,0}",920855.7527,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d1d,16211229,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,330,325,20,2.15E+06,"{-284.018096, 447.012076, 1815.0}","{0,1,0}",1.81E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d1e,16211230,Walls,Basic Wall,00 - EXT-MMD-Conc-30cm,-,330,144.970428,30,1.44E+06,"{1010.967614, 1072.411908, 1815.0}","{0,-1,0}",1.04E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d1f,16211231,Walls,Basic Wall,00 - INT-MMD-Conc-20cm,-,280,285,20,1.60E+06,"{2601.982004, 2010.680582, 1790.0}","{0,-1,0}",1.60E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d20,16211232,Walls,Basic Wall,00 - INT-MMD-Conc-25cm,-,130.448639,308,25,1.00E+06,"{1463.257685, 2319.18437, 1786.0}","{0,1,0}",859454.517,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d21,16211233,Walls,Basic Wall,00 - EXT-MMD-Conc-30cm,-,274.965958,330,30,2.72E+06,"{-136.518096, 299.529096, 1815.0}","{1,0,0}",2.72E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d22,16211234,Walls,Basic Wall,00 - EXT-MMD-Conc-30cm,-,82.610118,410,30,1.02E+06,"{1124.676945, 477.680582, 1815.0}","{0,1,0}",835065.6101,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d23,16211235,Walls,Basic Wall,00 - INT- Generic-Conc-20cm,-,348,249.960303,20,1.74E+06,"{23.501853, 1554.092039, 1806.0}","{0,-1,0}",1.74E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d24,16211236,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,29.998172,280,10,83994.88082,"{163.482894, 1579.091125, 1790.0}","{1,0,0}",83994.88082,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d25,16211237,Walls,Basic Wall,00 - INT-Generic-Block-10cm,-,29.998171,280,10,83994.88008,"{-31.517995, 1579.091125, 1790.0}","{1,0,0}",83994.88006,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d58,16211288,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,320,446,25,3.57E+06,"{1881.482004, 2971.180584, 1770.0}","{0,1,0}",781499.9998,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d59,16211289,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,370,329.999508,25,3.05E+06,"{488.482646, 1289.911908, 1795.0}","{0,-1,0}",1.90E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5a,16211290,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,200.034047,352,25,1.76E+06,"{-464.416438, 2359.025812, 1786.0}","{-1,0,0}",1.29E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5b,16211291,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,369.641158,330,25,3.05E+06,"{-534.041936, 2668.863414, 1815.0}","{-1,0,0}",1.46E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5c,16211292,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,320,94.625498,25,757003.9809,"{-499.229187, 2471.542835, 1770.0}","{0,-1,0}",707378.4833,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5d,16211293,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,370,840.024057,25,7.77E+06,"{-101.529907, 2841.183993, 1795.0}","{0,1,0}",3.53E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5e,16211294,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,574.999618,370,25,5.32E+06,"{330.982121, 2566.184184, 1795.0}","{1,0,0}",4.12E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d60,16211296,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,244.996208,352,25,2.16E+06,"{1385.533366, 2429.182479, 1786.0}","{-1,0,0}",1.68E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d61,16211297,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,330,390.000319,25,3.22E+06,"{1488.481845, 3064.180584, 1775.0}","{0,1,0}",1.58E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d62,16211298,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,68,320,25,544000,"{1670.982004, 3017.680584, 1770.0}","{1,0,0}",544000,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d63,16211299,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,370,444.99976,25,4.12E+06,"{2521.982124, 1547.214627, 1795.0}","{0,-1,0}",3.39E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d64,16211300,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,440.965955,320,25,3.53E+06,"{2756.982004, 1775.197605, 1770.0}","{1,0,0}",727727.6373,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d65,16211301,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,680,370,25,6.29E+06,"{2454.482004, 2844.180584, 1795.0}","{0,1,0}",3.95E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d66,16211302,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,536,330,25,4.42E+06,"{2806.982004, 2588.680584, 1815.0}","{1,0,0}",3.00E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d67,16211303,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,525.000002,370,25,4.86E+06,"{1280.981685, 2814.180583, 1795.0}","{-1,0,0}",3.95E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d68,16211304,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,104.55168,352,25,920054.7884,"{1345.757526, 2564.180582, 1786.0}","{0,-1,0}",895054.7884,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6a,16211306,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,742.399834,330,25,6.12E+06,"{335.982892, 686.211992, 1815.0}","{1,0,0}",4.74E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6b,16211307,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,445.000988,370,25,4.12E+06,"{100.982398, 327.512075, 1795.0}","{0,-1,0}",1.32E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6c,16211308,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,94.974091,370,25,878510.3448,"{-484.03095, 719.54615, 1795.0}","{0,-1,0}",809111.0325,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6d,16211309,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 8,-,329.965958,330,32,3.48E+06,"{-515.517996, 897.029129, 1815.0}","{-1,0,0}",2.70E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6e,16211310,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,285.034075,370,25,2.64E+06,"{-439.017995, 579.529113, 1795.0}","{-1,0,0}",2.01E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6f,16211311,Walls,Basic Wall,00 - EXT-Generic-Conc-25cm,-,370,46.999985,25,434749.8596,"{-523.017988, 1579.546158, 1795.0}","{0,-1,0}",401643.9579,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d70,16211312,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,641.96263,330,25,5.30E+06,"{-534.01798, 1913.027473, 1815.0}","{-1,0,0}",3.07E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d71,16211313,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,439.946933,366,25,4.03E+06,"{1929.982245, 1320.741161, 1793.0}","{1,0,0}",2.10E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d72,16211314,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,366,86.049473,25,787352.6817,"{1874.457508, 1113.267694, 1793.0}","{0,-1,0}",734499.1872,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d73,16211315,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,400.058769,320,25,3.20E+06,"{1843.932771, 900.738309, 1770.0}","{1,0,0}",750470.1553,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d74,16211316,Walls,Basic Wall,00 - EXT-Generic-Conc-20cm,-,41.100351,366,20,300854.5674,"{1876.982946, 710.708925, 1793.0}","{0,1,0}",283422.3149,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d76,16211318,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,370,389.051117,25,3.60E+06,"{1703.007563, 161.112492, 1795.0}","{0,-1,0}",3.41E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d77,16211319,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,359.663236,370,25,3.33E+06,"{1095.871886, 887.512201, 1795.0}","{-1,0,0}",2.74E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d78,16211320,Walls,Basic Wall,00 - EXT-Generic-Conc-20cm,-,245.073157,370,20,1.81E+06,"{1163.455982, 585.217161, 1795.0}","{-1,0,0}",1.41E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d79,16211321,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,55.084096,370,25,509527.8902,"{1135.913934, 720.180582, 1795.0}","{0,-1,0}",484527.8902,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d7a,16211322,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,330,285,25,2.35E+06,"{795.9824, 1069.911908, 1815.0}","{0,-1,0}",1.76E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d7c,16211324,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,62.965955,352,25,554100.4038,"{2061.982245, 1598.197605, 1786.0}","{1,0,0}",546750.4038,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d7d,16211325,Walls,Basic Wall,00 - EXT בטון 18 + גבס פנים 7,-,352,200,25,1.76E+06,"{2174.482244, 1617.180582, 1786.0}","{0,-1,0}",1.29E+06,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d7f,16211327,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5d,251,188,29.843215,1.41E+06,"{-336.51798, 2842.762386, 1815.5}","{0,1,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d81,16211329,Windows,הזזה-תלת-כנפי,360/150,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6a,368,158,29.843215,1.74E+06,"{337.561285, 681.689421, 1830.0}","{1,0,0}",163116.7292,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d82,16211330,Windows,MMD Sliding_Win_SINGLE,MMD Siliding_Win 100X100,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d04,111,114,35,442890,"{-484.018096, 328.546105, 1807.0}","{-1,0,0}",38155.4,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d83,16211331,Windows,הזזה-דו-כנפיארגז תריס,160/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6d,168,158,38.5,1.02E+06,"{-516.267996, 892.011598, 1830.0}","{-1,0,0}",70489.086,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d84,16211332,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5b,188,251,29.843215,1.41E+06,"{-535.620328, 2683.844674, 1815.5}","{-1,0,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d85,16211333,Windows,קיפ ציר תחתון,75/105 2,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75eb7,83,99,36.843215,302740.6939,"{-517.096388, 1449.512093, 1804.5}","{-1,0,0}",32776.75465,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d86,16211334,Windows,הזזה-דו-כנפי,180/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d6e,188,109,29.843215,611547.1524,"{-440.596388, 562.012076, 1814.5}","{-1,0,0}",66759.96023,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d87,16211335,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d59,251,188,29.843215,1.41E+06,"{460.98195, 1288.333516, 1815.5}","{0,-1,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d89,16211337,Windows,הזזה-דו-כנפיארגז תריס,160/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d7a,158,168,31.5,836136,"{758.4824, 1069.161908, 1830.0}","{0,-1,0}",65806.086,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d8a,16211338,Windows,הזזה-דו-כנפי,180/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d78,188,109,24.843215,509087.1524,"{1161.87759, 592.714626, 1814.5}","{-1,0,0}",63159.96023,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d8c,16211340,Windows,הזזה-תלת-כנפי,360/150,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d71,368,158,29.843215,1.74E+06,"{1931.560637, 1328.205194, 1830.0}","{1,0,0}",163116.7292,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d8d,16211341,Windows,הזזה-דו-כנפי,180/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d7d,109,188,29.843215,611547.1524,"{2174.482244, 1615.602189, 1814.5}","{0,-1,0}",66759.96023,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d8e,16211342,Windows,MMD Sliding_Win_SINGLE,MMD Siliding_Win 100X100,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75cfd,111,114,35,442890,"{2801.982004, 2189.680584, 1812.0}","{1,0,0}",38155.4,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d8f,16211343,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d66,188,251,29.843215,1.41E+06,"{2808.560397, 2685.680518, 1815.5}","{1,0,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d90,16211344,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d65,188,251,29.843215,1.41E+06,"{2648.482004, 2845.758977, 1815.5}","{0,1,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d91,16211345,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d65,188,251,29.843215,1.41E+06,"{2299.982072, 2845.758977, 1815.5}","{0,1,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d92,16211346,Windows,הזזה-דו-כנפי,180/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d60,188,109,29.843215,611547.1524,"{1383.954973, 2441.68437, 1814.5}","{-1,0,0}",66759.96023,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d93,16211347,Windows,קיפ ציר תחתון + קבוע עליון,100/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d67,108,182,29.843215,586598.2251,"{1279.403293, 2831.680582, 1841.0}","{-1,0,0}",58197.49201,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d94,16211348,Windows,קיפ ציר תחתון + קבוע עליון,100/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d67,108,182,29.843215,586598.2251,"{1279.403293, 2707.680562, 1841.0}","{-1,0,0}",58197.49201,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d95,16211349,Windows,MMD Sliding_Win_SINGLE,MMD Siliding_Win 100X100,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d09,111,114,49,620046,"{1232.482004, 2324.184375, 1807.0}","{0,1,0}",43811.4,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d97,16211351,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5e,188,251,29.843215,1.41E+06,"{332.560514, 2703.683993, 1769.5}","{1,0,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d98,16211352,Windows,הזזה-דו-כנפי,180/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d5a,188,109,29.843215,611547.1524,"{-465.994831, 2359.008788, 1805.5}","{-1,0,0}",66759.96023,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d99,16211353,Windows,הזזה-דו-כנפי+קבוע תחתון,180/243,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d70,188,251,29.843215,1.41E+06,"{-535.596373, 1730.67565, 1815.5}","{-1,0,0}",106096.252,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d9b,16211355,Windows,קיפ ציר תחתון,75/105 3,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d66,83,158,29.843215,391363.9155,"{2808.560397, 2448.180563, 1830.0}","{1,0,0}",40243.35191,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d9c,16211356,Windows,הזזה-דו-כנפיארגז תריס,160/105,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d77,168,158,31.5,836136,"{1095.121886, 822.686305, 1830.0}","{-1,0,0}",65806.086,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75de9,16211433,Windows,MMD Sliding_Win_SINGLE,MMD Siliding_Win 100X100,0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75d0d,114,111,35,442890,"{1234.371886, 166.112492, 1807.0}","{0,-1,0}",38155.4,-
0b28e87c-07bb-4690-a84e-2d03ac665ce6-00f75deb,16211435,Walls,Basic Wall,00 - EXT-MMD-Conc-20cm,-,366.039697,330,20,2.42E+06,"{-304.498147, 1052.012108, 1815.0}","{0,-1,0}",2.42E+06,-
