unique_ids,ids,category_names,family_names,type_names,host_ids,BB_X_dims,BB_Y_dims,BB_Z_dims,BB_volumes,BB_centers,BB_plane_Zs,solid_volumes,room_names
f9eac965-e623-42b8-be5e-50b2fec8d781-005d927b,6132347,Plumbing Fixtures,Shower Basin - 2D (Corner),Shower Basin - 2D (Corner),-,90,1,147.743681,13296.93133,"{5427.167802, 4925.996758, 2703}","{0,1,0}",13296.93133,-
f9eac965-e623-42b8-be5e-50b2fec8d781-005d9872,6133874,Plumbing Fixtures,כיור אמבטיה,Type 1,6b96eb87-43e4-4af0-af67-bd6a1174201c-00890802,100,90,40,360000,"{5332.167802, 4872.124917, 2747.5}","{0,1,0}",12000,-
f9eac965-e623-42b8-be5e-50b2fec8d781-005da185,6136197,Plumbing Fixtures,M_Sink Kitchen-Island,450 x 450mm,-,80,48.895,50,195580,"{5884.167802, 4384.460604, 2795.3575}","{1,0,0}",11384.92962,-
f9eac965-e623-42b8-be5e-50b2fec8d781-005dacc3,6139075,Walls,Basic Wall,בטון 22 + טיח חוץ אפור 3,-,0.256319,10.4,3,7.997139,"{7145.368821, 4397.496758, 2697.7}","{1,0,0}",7.997139,-
f9eac965-e623-42b8-be5e-50b2fec8d781-005daebd,6139581,Walls,Basic Wall,בלוק 10,-,311.131532,307.5,10,956729.4618,"{6776.868821, 4786.084838, 2856.25}","{1,0,0}",788729.4618,-
80490367-ccb6-4f5e-bb45-022fbc5c73bf-005db369,6140777,Walls,Basic Wall,בלוק 10,-,169,307.5,10,519675,"{6687.368821, 5185.868599, 2856.25}","{0,-1,0}",519675,-
80490367-ccb6-4f5e-bb45-022fbc5c73bf-005db5b5,6141365,Walls,Basic Wall,בלוק 10,-,340,307.5,10,1.05E+06,"{6951.868821, 5016.650604, 2856.25}","{0,1,0}",1.05E+06,-
80490367-ccb6-4f5e-bb45-022fbc5c73bf-005db612,6141458,Walls,Basic Wall,בלוק 10,-,340,307.5,10,1.05E+06,"{6951.868821, 4699.519072, 2856.25}","{0,-1,0}",1.05E+06,-
80490367-ccb6-4f5e-bb45-022fbc5c73bf-005dbc04,6142980,Plumbing Fixtures,כיור אמבטיה,Type 1,80490367-ccb6-4f5e-bb45-022fbc5c73bf-005db369,88.748729,90,39.5,315501.7328,"{6727.339298, 5210.618599, 2747.5}","{0,1,0}",8519.878016,-
80490367-ccb6-4f5e-bb45-022fbc5c73bf-005dbc76,6143094,Furniture,Bed Double,140/190,-,250,50,190,2.38E+06,"{6947.167802, 5253.650604, 2727.5}","{0,1,0}",842857.8607,-
80490367-ccb6-4f5e-bb45-022fbc5c73bf-005dcd07,6147335,Doors,Wooden Door,80/210,f9eac965-e623-42b8-be5e-50b2fec8d781-005daebd,80,210,10,168000,"{6776.868821, 4881.650604, 2807.5}","{1,0,0}",96250,-
9f5c1aba-6080-4e13-88da-9397716c741e-005df2c7,6156999,Windows,Curtain Wall Window,Curtain Wall Window,9f5c1aba-6080-4e13-88da-9397716c741e-005df2c6,107.425229,223.5,14,336133.5414,"{5185.917802, 4432.93799, 2819.65}","{1,0,0}",32496.55427,-
9f5c1aba-6080-4e13-88da-9397716c741e-005df2cc,6157004,Windows,Curtain Wall Window,Curtain Wall Window,9f5c1aba-6080-4e13-88da-9397716c741e-005df2c6,110.925229,223.5,14,347085.0413,"{5185.917802, 4320.762761, 2819.65}","{1,0,0}",33511.53676,-
9f5c1aba-6080-4e13-88da-9397716c741e-005df34a,6157130,Windows,Curtain Wall Window,Curtain Wall Window,9f5c1aba-6080-4e13-88da-9397716c741e-005df349,127.75,223.5,14,399729.75,"{5264.292802, 4140.374917, 2819.65}","{0,1,0}",38390.63625,-
9f5c1aba-6080-4e13-88da-9397716c741e-005df34e,6157134,Windows,Curtain Wall Window,Curtain Wall Window,9f5c1aba-6080-4e13-88da-9397716c741e-005df349,131.25,223.5,14,410681.2499,"{5396.792802, 4140.374917, 2819.65}","{0,1,0}",39405.61874,-
9f5c1aba-6080-4e13-88da-9397716c741e-005df350,6157136,Windows,Curtain Wall Window,Curtain Wall Window,9f5c1aba-6080-4e13-88da-9397716c741e-005df349,127.75,223.5,14,399729.75,"{5529.292802, 4140.374917, 2819.65}","{0,1,0}",38390.63625,-
9f5c1aba-6080-4e13-88da-9397716c741e-005dfb5b,6159195,Walls,Basic Wall,בטון 30+ 3 טיח חוץ אפור,-,55,307.5,33,558112.5,"{5187.417802, 4519.150604, 2856.25}","{-1,0,0}",509970.4766,-
9ce28409-9470-4632-80b8-1b6f6dba7a26-005e025d,6160989,Windows,Curtain Wall Window,Curtain Wall Window,9ce28409-9470-4632-80b8-1b6f6dba7a26-005e025c,117.5,223.5,14,367657.5,"{7129.868821, 4333.874917, 2819.65}","{1,0,0}",35418.1875,-
9ce28409-9470-4632-80b8-1b6f6dba7a26-005e025f,6160991,Windows,Curtain Wall Window,Curtain Wall Window,9ce28409-9470-4632-80b8-1b6f6dba7a26-005e025c,117.5,223.5,14,367657.5,"{7129.868821, 4213.374917, 2819.65}","{1,0,0}",35418.1875,-
9ce28409-9470-4632-80b8-1b6f6dba7a26-005e026c,6161004,Windows,Curtain Wall Window,Curtain Wall Window,9ce28409-9470-4632-80b8-1b6f6dba7a26-005e026b,111.92996,223.5,14,350228.8449,"{7058.403841, 4139.124917, 2819.65}","{0,-1,0}",33802.90375,-
9ce28409-9470-4632-80b8-1b6f6dba7a26-005e026e,6161006,Windows,Curtain Wall Window,Curtain Wall Window,9ce28409-9470-4632-80b8-1b6f6dba7a26-005e026b,115.42996,223.5,14,361180.3448,"{6941.723881, 4139.124917, 2819.65}","{0,-1,0}",34817.88625,-
9ce28409-9470-4632-80b8-1b6f6dba7a26-005e0270,6161008,Windows,Curtain Wall Window,Curtain Wall Window,9ce28409-9470-4632-80b8-1b6f6dba7a26-005e026b,111.92996,223.5,14,350228.8449,"{6825.043921, 4139.124917, 2819.65}","{0,-1,0}",33802.90375,-
432f7c08-35b5-401c-8de4-2055eedae737-005e116c,6164844,Walls,Basic Wall,בטון 15,-,55,215,15,177375,"{6112.667802, 4754.150604, 3157.5}","{1,0,0}",177375,-
d42815a0-1330-4c91-836b-a6ebaae020a5-005e16b6,6166198,Doors,דלת הזזה דו כנפית+סף,280/230,2f6f74c7-529a-4475-84d4-5c42cd59e441-009b0ff2,280,235,10,658000,"{4995.167802, 4952.650604, 1147.9}","{-1,0,0}",94920,-
d42815a0-1330-4c91-836b-a6ebaae020a5-005e186b,6166635,Floors,Floor,בטון 40,-,40,634,25,634000,"{7254.868821, 3857.628799, 2655.5}","{0,1,0}",634000,-
54ddd009-9df0-43a0-a4c9-abeec930fd6b-005e1b05,6167301,Walls,Basic Wall,בטון 15,-,335,225,15,1.13E+06,"{6427.667802, 4849.150604, 3162.5}","{0,-1,0}",729525,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e254e,6169934,Windows,M_Louvers with Trim-H120,W100/H120,5d087943-5e55-4219-b431-4ace94d3d8e2-0054f4d5,103.79,123.79,22.6,290368.5087,"{6176.272802, 5051.650604, 3195.0}","{0,-1,0}",36334.9679,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e2626,6170150,Windows,M_Louvers with Trim-H120,W100/H120,5d087943-5e55-4219-b431-4ace94d3d8e2-0054f359,103.79,123.79,22.6,290368.5087,"{5743.167802, 4981.650604, 3195.0}","{1,0,0}",36334.9679,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e268a,6170250,Windows,M_Louvers with Trim-H60,W100/H60,5d087943-5e55-4219-b431-4ace94d3d8e2-0054f35e,103.79,63.79,22.6,149629.2687,"{6394.720302, 5051.650604, 3165.0}","{0,-1,0}",23130.41505,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e3014,6172692,Windows,הזזה-דו-כנפיארגז תריס,160/120,cd22a5a7-b762-4e7a-827d-eb088cd21563-009c7475,168,156,30,786240,"{7143.167802, 5472.868599, 1218.0}","{0,1,0}",53265.59457,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e3773,6174579,Windows,הזזה-דו-כנפיארגז תריס,160/120,3a6bf0ec-995e-4ae0-a01d-e947809eace3-00aa2a9f,168,156,30,786240,"{6726.667802, 5472.868599, 1218.0}","{0,1,0}",53265.59457,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e43e3,6177763,Windows,הזזה-דו-כנפיתריס-בלגי,200/120,e612a32c-4f93-4dcc-bbee-dddf4f5ee9b0-00aa1b6c,154,208,32,1.03E+06,"{5085.167802, 5452.868599, 2214.5}","{0,1,0}",80074.43179,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e4410,6177808,Windows,הזזה-דו-כנפיתריס-בלגי,200/120,e612a32c-4f93-4dcc-bbee-dddf4f5ee9b0-00aa1cd9,154,208,32,1.03E+06,"{5085.167802, 5452.868599, 2547}","{0,1,0}",80074.43179,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e441a,6177818,Windows,הזזה-דו-כנפיתריס-בלגי,180/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009cc7f2,154,188,32,926464,"{5358.025887, 5362.868599, 2889.5}","{0,1,0}",73719.51747,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e447f,6177919,Windows,הזזה-דו-כנפיתריס-בלגי,180/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009ca969,188,154,32,926464,"{6944.873371, 5368.868599, 2889.5}","{0,1,0}",73719.51747,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e45f7,6178295,Windows,הזזה-דו-כנפיתריס-בלגי,190/120,4e6c2c9e-b875-4c2e-9d90-0d147b0c67ec-00c465c9,154,198,32,975744,"{7118.368821, 3872.124917, 1882.0}","{0,-1,0}",76896.97463,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e47d2,6178770,Windows,הזזה-דו-כנפיתריס-בלגי,190/120,4e6c2c9e-b875-4c2e-9d90-0d147b0c67ec-00c4663e,154,198,32,975744,"{7118.368821, 3872.124917, 1549.5}","{0,-1,0}",76896.97463,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e4afd,6179581,Windows,קיפ ציר תחתון+ארגז תריס,100/120,bbe3fef5-913d-499f-82cc-4a3c80090170-009bd0ca,108,154,30,498960,"{5020.167802, 5451.868599, 219}","{0,1,0}",41972.11195,-
e76e0ca8-bbfb-460a-992e-d8bc29588b40-005e5255,6181461,Walls,Basic Wall,בטון 40,-,273.315928,273,40,2.98E+06,"{5767.578941, 3728.468041, 75.5}","{1,0,0}",2.43E+06,-
99ca0602-9036-49f4-bba3-f1f39569eaaa-005ef967,6224231,Walls,Basic Wall,בטון 20,-,691.525687,290,20,4.01E+06,"{5767.578941, 4240.887761, 177}","{-1,0,0}",4.01E+06,-
99ca0602-9036-49f4-bba3-f1f39569eaaa-005ef985,6224261,Furniture,Bed Double,140/190,-,250,50,190,2.38E+06,"{5662.578941, 4031.094924, 57}","{1,0,0}",842857.8607,-
ee178439-c263-4216-8877-188e251d8de6-005f0b03,6228739,Walls,Basic Wall,בטון 40,-,20.993638,337,40,282994.2336,"{5767.578941, 3855.63198, 153.5}","{-1,0,0}",278839.6283,-
ee178439-c263-4216-8877-188e251d8de6-005f0bc1,6228929,Floors,Floor,בטון 60,-,60,1280,39.909159,3.07E+06,"{6387.578941, 3865.079497, 352}","{0,1,0}",2.95E+06,-
4b1d67ac-c7bb-4072-b793-c9757800a709-005f3225,6238757,Walls,Basic Wall,בלוק 10,-,85,289.5,10,246075,"{5000.078941, 4135.130121, 509.75}","{0,-1,0}",172575,-
e53ebe1b-ec8b-4252-826c-9ee7cfbe7e95-00604a24,6310436,Walls,Basic Wall,בלוק 10,-,216.520483,290,10,627909.4002,"{5592.578941, 4373.390363, 177}","{1,0,0}",480909.4002,-
d27490d2-772a-476b-b7fa-286733becf5e-00608f27,6328103,Floors,Floor,"בית גידול על משטח בטון - מילוי 150 ס""מ",-,150,1935.49283,2202.380606,6.39E+08,"{4779.832526, 4676.318886, -45.0}","{0,1,0}",1.43E+08,-
6bcf7f9c-37db-410b-99e2-2a30007f2a17-00609730,6330160,Walls,Basic Wall,בטון 20,-,3577.214327,222,20,1.59E+07,"{5620.765567, 3582.158836, -49.0}","{-0.002091,-0.999998,0}",7.61E+06,-
96b1258a-b211-44a3-9023-600fd50d6301-00609c19,6331417,Floors,Floor,ריצוף מרפסת ומילוי,-,47,274.71521,586.725687,7.58E+06,"{4474.221336, 4418.387761, 6.5}","{0,1,0}",7.57E+06,-
96b1258a-b211-44a3-9023-600fd50d6301-00609cba,6331578,Plumbing Fixtures,Raised_Bath_Tub_3347,170,aa5b27e6-a640-461f-9ad1-8f6ccbd6537f-00539a30,170,45.72,70,544068,"{5142.578941, 3974.127519, 54.86}","{-1,0,0}",716589.4462,-
5bf21a7c-2e7b-4542-ac7b-45313008dd31-0060bbc6,6339526,Windows,Tovna_Mamad_Zinor8_Int,"8""_int",aa5b27e6-a640-461f-9ad1-8f6ccbd6537f-00539a36,26,26,29.5,19942,"{6677.578941, 4250.327396, 267}","{0,-1,0}",3138.904876,-
5bf21a7c-2e7b-4542-ac7b-45313008dd31-0060bbc7,6339527,Windows,Tovna_Mamad_Zinor4_Int,"8""_int",aa5b27e6-a640-461f-9ad1-8f6ccbd6537f-00539a36,16,16,29.5,7552,"{6627.578941, 4250.327396, 267}","{0,-1,0}",1348.199181,-
d0f67296-65cd-4886-a984-143b621f8e38-0060ce23,6344227,Walls,Basic Wall,בטון 20,-,12.248906,102,20,24987.76912,"{6441.454487, 3875.124917, -69.0}","{0,-1,0}",24987.76912,-
5a8d9cde-f9ab-47f0-a038-6db7f4a3f7ba-0060fd47,6356295,Walls,Basic Wall,בטון 20,-,429.198247,203,20,1.74E+06,"{4420.186159, 4741.650604, 53.5}","{0,-1,0}",1.66E+06,-
fecfc54b-1bf0-4c3f-9643-2525883993d0-006122fa,6365946,Walls,Basic Wall,בטון 20,-,375,115,20,862500,"{6447.667802, 4791.650604, 3267.5}","{0,1,0}",686136.3497,-
8a0f4eaa-5662-4448-852f-0b194e8ce3ed-00616dc3,6385091,Windows,הזזה-דו-כנפי,120/120,1b4f8ace-2dc7-4966-bb27-f75fb52e423c-009bda18,128,124,29.843215,473671.5012,"{5040.078941, 3876.046525, 204}","{0,-1,0}",52536.40299,-
8a0f4eaa-5662-4448-852f-0b194e8ce3ed-00616e82,6385282,Windows,קיפ ציר תחתון+ארגז תריס,100/120,1b4f8ace-2dc7-4966-bb27-f75fb52e423c-009bd6ea,108,154,30,498960,"{4741.578941, 3878.124917, 219}","{0,-1,0}",41972.11195,-
eb5f19d5-6ae5-4ebc-8312-a267dc383905-00617513,6386963,Windows,Curtain Wall Window,Curtain Wall Window,eb5f19d5-6ae5-4ebc-8312-a267dc383905-0061750b,78.833333,117,14,129129,"{6230.328941, 3883.124917, 533.0}","{0,1,0}",12887.47,-
eb5f19d5-6ae5-4ebc-8312-a267dc383905-00617514,6386964,Windows,Curtain Wall Window,Curtain Wall Window,eb5f19d5-6ae5-4ebc-8312-a267dc383905-0061750b,75.333333,117,14,123396,"{6310.412274, 3883.124917, 533.0}","{0,1,0}",12345.88,-
ace56110-2ce1-4062-a73f-6f0a3607117e-0061b270,6402672,Windows,הזזה-דו-כנפיתריס-בלגי,180/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009cb15d,188,154,32,926464,"{7134.868821, 5203.176291, 2889.5}","{1,0,0}",73719.51747,-
ace56110-2ce1-4062-a73f-6f0a3607117e-0061b2a3,6402723,Windows,הזזה-דו-כנפיתריס-בלגי,180/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009cb3d0,188,154,32,926464,"{7134.868821, 4850.650604, 2889.5}","{1,0,0}",73719.51747,-
ace56110-2ce1-4062-a73f-6f0a3607117e-0061b333,6402867,Windows,הזזה-דו-כנפיארגז תריס,120/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009cc02f,128,156,30,599040,"{5183.917802, 4766.336574, 2890.5}","{-1,0,0}",43371.76592,-
ace56110-2ce1-4062-a73f-6f0a3607117e-0061b36e,6402926,Windows,הזזה-דו-כנפיתריס-בלגי,180/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009cc2ee,188,154,32,926464,"{5182.917802, 5204.868599, 2889.5}","{-1,0,0}",73719.51747,-
ace56110-2ce1-4062-a73f-6f0a3607117e-0061b421,6403105,Windows,קיפ ציר תחתון+ארגז תריס,80/110,59dbbce2-add5-4111-b3a0-982351c04ea9-009cacd9,88,144,30,380160,"{6680.463644, 5367.868599, 2894.5}","{0,1,0}",34369.74046,-
ace56110-2ce1-4062-a73f-6f0a3607117e-0061b44d,6403149,Windows,קיפ ציר תחתון+ארגז תריס,80/120,59dbbce2-add5-4111-b3a0-982351c04ea9-009cc02f,88,154,30,406560,"{5183.917802, 4942.429245, 2889.5}","{-1,0,0}",35833.19763,-
83eef8d8-ee4a-45c3-af6f-031225145b26-0061c996,6408598,Walls,Basic Wall,בטון 20,-,275.5,279,20,1.54E+06,"{6927.368821, 4784.124917, 2497.75}","{0,1,0}",1.54E+06,-
0edc8f61-f550-4804-ab62-2c2684a9a6e5-0061ddba,6413754,Walls,Basic Wall,בטון 47,-,443.447817,1132,47,2.36E+07,"{4783.103593, 3843.933542, -584}","{-1,0,0}",2.08E+07,-
0edc8f61-f550-4804-ab62-2c2684a9a6e5-0061de00,6413824,Walls,Basic Wall,בטון 47,-,1135,675.24396,47,3.60E+07,"{4399.512439, 4111.624917, -582.5}","{0,-1,0}",3.20E+07,-
0edc8f61-f550-4804-ab62-2c2684a9a6e5-0061e1d6,6414806,Walls,Basic Wall,בטון 47,-,500,1105,47,2.60E+07,"{7557.479033, 3872.209634, -597.5}","{1,0,0}",2.29E+07,-
76d37c53-f3f2-47b0-9c1d-d5360706f7c7-0061e83e,6416446,Walls,Basic Wall,בטון 20,-,289.046808,1062.2,20,6.14E+06,"{6033.167802, 5206.174008, -549.1}","{1,0,0}",3.33E+06,-
f060edcc-c3c2-4e3f-97e2-9558ba535b5a-0061eb93,6417299,Walls,Basic Wall,בטון 20,-,289.046808,1040.2,20,6.01E+06,"{6383.072978, 5206.174008, -560.1}","{1,0,0}",5.58E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061f518,6419736,Walls,Basic Wall,בטון 20,-,304.952478,289.5,20,1.77E+06,"{6727.578941, 4112.601157, 1839.75}","{-1,0,0}",1.40E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061f58a,6419850,Walls,Basic Wall,בטון 20,-,314.952478,289.5,20,1.82E+06,"{6727.578941, 4107.601157, 509.75}","{-1,0,0}",1.50E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061f61f,6419999,Walls,Basic Wall,בטון 20,-,314.952478,289.5,20,1.82E+06,"{6727.578941, 4107.601157, 842.25}","{-1,0,0}",1.50E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061f73b,6420283,Walls,Basic Wall,בטון 20,-,304.952478,289.5,20,1.77E+06,"{6727.578941, 4112.601157, 1174.75}","{-1,0,0}",1.40E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061f929,6420777,Walls,Basic Wall,בטון 20,-,304.952478,289.5,20,1.77E+06,"{6727.578941, 4112.601157, 1507.25}","{-1,0,0}",1.40E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061fa7d,6421117,Walls,Basic Wall,בטון 20,-,304.952478,289.5,20,1.77E+06,"{6727.578941, 4092.601157, 2172.25}","{-1,0,0}",1.77E+06,-
6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061fb2a,6421290,Walls,Basic Wall,בטון 20,-,294.952478,275.5,20,1.63E+06,"{6727.578941, 4097.601157, 2497.75}","{-1,0,0}",1.63E+06,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00623428,6435880,Walls,Basic Wall,בטון 20,-,247.525687,289.5,20,1.43E+06,"{6650.167802, 4917.887761, 842.25}","{-1,0,0}",1.43E+06,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00623940,6437184,Walls,Basic Wall,בטון 20,-,1069,107.5,20,2.30E+06,"{6596.417802, 5051.650604, -550.5}","{0,-1,0}",2.23E+06,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00624ae6,6441702,Walls,Basic Wall,בטון 20,-,290.5,170,20,987700,"{6680.167802, 4784.124917, 1174.25}","{0,-1,0}",567700,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00624ebc,6442684,Furniture,Dining Table + Chairs,200/90 6 CHAIR,-,200,92.154326,132.850503,2.45E+06,"{6885.167802, 4551.650604, 1408.577163}","{0,-1,0}",438534.4426,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-006254f1,6444273,Floors,Floor,רצפת מרפסת-41 עם בידוד,-,183.046761,44.352251,935.996118,7.60E+06,"{7660.392201, 4316.126858, 344.176125}","{0,-1,0}",6.86E+06,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-006254fc,6444284,Floors,Floor,רצפת מרפסת-41 עם בידוד,-,183.046761,44.803001,711.438781,5.83E+06,"{7660.392201, 5139.844308, 344.401501}","{0,1,0}",5.21E+06,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-0062550a,6444298,Walls,Basic Wall,בטון 20+ 3 טיח,-,182.046761,130,23,544319.8165,"{7659.892201, 3856.628799, 410}","{0,-1,0}",544319.8165,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-0062550b,6444299,Walls,Basic Wall,בטון 20+ 3 טיח,-,182.046761,110.268536,23,461702.6885,"{7659.892201, 5484.063699, 419.865732}","{0,1,0}",457440.3391,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-0062550d,6444301,Walls,Basic Wall,בטון 20,-,327.5,70,20,458500,"{7603.368821, 4784.124917, 523.75}","{0,1,0}",409007.3923,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00625706,6444806,Walls,Basic Wall,בטון 20,-,290.5,65,20,377650,"{6627.667802, 4784.124917, 1839.25}","{0,-1,0}",377650,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00625741,6444865,Walls,Basic Wall,בלוק 10,-,80,110,10,88000,"{6780.167802, 4546.650604, 1750.0}","{1,0,0}",88000,-
f51a27e0-389c-4919-8c3e-251bc2628a7c-00625742,6444866,Furniture,Dining Table + Chairs,200/90 6 CHAIR,-,200,92.154326,132.850503,2.45E+06,"{6880.167802, 4551.650604, 1741.077163}","{0,-1,0}",438534.4426,-
970cb832-1b83-470b-a478-214ad7e5ff42-0062767d,6452861,Windows,M_Louvers - Parametric,W40/H60,4137b9a9-e4c7-4f95-929d-f8a55e14c84b-00534191,43.79,64.263156,17.6,49527.87126,"{6602.667802, 4821.650604, 911.736578}","{1,0,0}",10569.6313,-
970cb832-1b83-470b-a478-214ad7e5ff42-006279b7,6453687,Doors,Metal Door,100/210,970cb832-1b83-470b-a478-214ad7e5ff42-006279b8,210,100,20,420000,"{6713.868821, 4784.124917, 2465.0}","{0,1,0}",143250,-
970cb832-1b83-470b-a478-214ad7e5ff42-006279b8,6453688,Walls,Basic Wall,בטון 20,-,276.5,192.701019,20,1.07E+06,"{6691.518311, 4784.124917, 2497.25}","{0,-1,0}",645216.6346,-
970cb832-1b83-470b-a478-214ad7e5ff42-00627d3e,6454590,Walls,Basic Wall,בטון 20,-,307.5,65,20,399750,"{6627.667802, 4784.124917, 2856.25}","{0,-1,0}",399750,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629673,6461043,Walls,Basic Wall,בטון 15,-,247.525687,290.5,15,1.08E+06,"{6602.667802, 4917.887761, 1174.25}","{-1,0,0}",1.04E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629674,6461044,Walls,Basic Wall,בטון 20,-,247.525687,289.5,20,1.43E+06,"{6650.167802, 4917.887761, 1174.75}","{-1,0,0}",1.43E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629681,6461057,Windows,M_Louvers - Parametric,W40/H60,970cb832-1b83-470b-a478-214ad7e5ff42-00629673,43.79,64.263156,17.6,49527.87126,"{6602.667802, 4821.650604, 1244.236578}","{1,0,0}",10569.6313,-
970cb832-1b83-470b-a478-214ad7e5ff42-006297ad,6461357,Walls,Basic Wall,בטון 15,-,267.525687,290.5,15,1.17E+06,"{6602.667802, 4907.887761, 2171.75}","{-1,0,0}",1.13E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-006297ae,6461358,Walls,Basic Wall,בטון 20,-,247.525687,289.5,20,1.43E+06,"{6650.167802, 4917.887761, 2172.25}","{-1,0,0}",1.43E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-006297bb,6461371,Windows,M_Louvers - Parametric,W40/H60,970cb832-1b83-470b-a478-214ad7e5ff42-006297ad,43.79,64.263156,17.6,49527.87126,"{6602.667802, 4821.650604, 2241.736578}","{1,0,0}",10569.6313,-
970cb832-1b83-470b-a478-214ad7e5ff42-006298b9,6461625,Walls,Basic Wall,בטון 15,-,247.525687,281.5,15,1.05E+06,"{6602.667802, 4917.887761, 2499.75}","{-1,0,0}",1.01E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-006298ba,6461626,Walls,Basic Wall,בטון 20,-,247.525687,275.5,20,1.36E+06,"{6650.167802, 4917.887761, 2497.75}","{-1,0,0}",1.36E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-006299c6,6461894,Walls,Basic Wall,בטון 15,-,247.525687,308.5,15,1.15E+06,"{6602.667802, 4917.887761, 2855.75}","{-1,0,0}",1.11E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-006299c7,6461895,Walls,Basic Wall,בטון 20,-,247.525687,307.5,20,1.52E+06,"{6650.167802, 4917.887761, 2856.25}","{-1,0,0}",1.52E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629dc9,6462921,Walls,Basic Wall,בטון 15,-,267.525687,290.5,15,1.17E+06,"{6602.667802, 4907.887761, 1506.75}","{-1,0,0}",1.13E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629dca,6462922,Walls,Basic Wall,בטון 20,-,247.525687,289.5,20,1.43E+06,"{6650.167802, 4917.887761, 1507.25}","{-1,0,0}",1.43E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629dd3,6462931,Windows,M_Louvers - Parametric,W40/H60,970cb832-1b83-470b-a478-214ad7e5ff42-00629dc9,43.79,64.263156,17.6,49527.87126,"{6602.667802, 4821.650604, 1576.736578}","{1,0,0}",10569.6313,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629eb9,6463161,Walls,Basic Wall,בטון 15,-,247.525687,290.5,15,1.08E+06,"{6602.667802, 4917.887761, 1839.25}","{-1,0,0}",1.04E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629eba,6463162,Walls,Basic Wall,בטון 20,-,247.525687,290.5,20,1.44E+06,"{6650.167802, 4917.887761, 1839.25}","{-1,0,0}",1.44E+06,-
970cb832-1b83-470b-a478-214ad7e5ff42-00629ec3,6463171,Windows,M_Louvers - Parametric,W40/H60,970cb832-1b83-470b-a478-214ad7e5ff42-00629eb9,43.79,64.263156,17.6,49527.87126,"{6602.667802, 4821.650604, 1909.236578}","{1,0,0}",10569.6313,-
e413f68b-281a-4d3c-a568-b12c84d93f7e-00632ec1,6500033,Windows,הזזה-דו-כנפיארגז תריס,150/120,f16da88e-9d46-49eb-9c0c-90a865c44eb5-009b01ea,158,156,35,862680,"{7553.368821, 4015.296786, 553}","{1,0,0}",53187.13741,-
